R1,R2,R3,R4,R5,R6,R7,R8,F1,F2,F3,F4,F5,F6,F7,F8,L1,L2,L3,L4,L5,L6,L7,L8,x
0.800000,0.618180,0.257660,0.776580,0.800000,0.798200,0.781820,0.745450,Alto,Medio,Alto,Medio,Medio,Medio,Medio,Medio,444,34,143,431,44,443,43,41,Medio
0.437840,0.236360,0.963960,0.387390,0.781820,0.603600,0.454550,0.636360,Alto,Alto,Medio,Bajo,Medio,Medio,Medio,Medio,243,13,535,215,43,335,25,35,Medio
0.239640,0.381820,0.614410,0.221620,0.618180,0.560360,0.200000,0.600000,Medio,Alto,Medio,Medio,Bajo,Alto,Bajo,Medio,133,21,341,123,34,311,11,33,Medio
0.800000,1.000000,0.436040,0.814410,0.800000,0.814410,0.763640,0.763640,Alto,Medio,Medio,Medio,Medio,Alto,Alto,Alto,444,55,242,452,44,452,42,42,Alto
0.794590,0.927270,0.203600,0.812610,0.745450,0.203600,0.781820,0.200000,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Bajo,441,51,113,451,41,113,43,11,Medio
0.632430,0.981820,0.383780,0.634230,0.927270,0.257660,0.600000,0.218180,Alto,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,351,54,213,352,51,143,33,12,Medio
0.218020,0.236360,0.614410,0.203600,0.436360,0.236040,0.200000,0.236360,Medio,Alto,Medio,Medio,Alto,Medio,Bajo,Alto,121,13,341,113,24,131,11,13,Medio
0.205410,0.200000,0.760360,0.205410,0.218180,0.742340,0.218180,0.800000,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,114,11,422,114,12,412,12,44,Medio
0.567570,0.600000,0.203600,0.596400,0.200000,0.960360,0.600000,0.927270,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Alto,315,33,113,331,11,533,33,51,Medio
1.000000,0.927270,0.419820,0.994590,0.963640,0.924320,0.963640,0.945450,Alto,Medio,Medio,Alto,Medio,Medio,Medio,Medio,555,51,233,552,53,513,53,52,Medio
0.798200,0.763640,0.940540,0.801800,0.763640,0.580180,0.763640,0.636360,Medio,Medio,Medio,Alto,Medio,Medio,Alto,Medio,443,42,522,445,42,322,42,35,Medio
0.578380,0.400000,0.639640,0.581980,0.454550,0.225230,0.636360,0.236360,Medio,Medio,Alto,Bajo,Medio,Bajo,Bajo,Alto,321,22,355,323,25,125,35,13,Medio
0.632430,0.454550,0.762160,0.583780,0.945450,0.275680,0.600000,0.254550,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,351,25,423,324,52,153,33,14,Medio
0.945950,0.963640,0.924320,1.000000,0.381820,0.960360,0.963640,1.000000,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,525,53,513,555,21,533,53,55,Medio
0.418020,1.000000,0.218020,0.452250,0.581820,0.452250,0.381820,0.381820,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,232,55,121,251,32,251,21,21,Medio
0.563960,0.236360,0.765770,0.565770,0.218180,0.603600,0.636360,0.618180,Medio,Alto,Bajo,Alto,Medio,Medio,Bajo,Medio,313,13,425,314,12,335,35,34,Medio
0.441440,0.272730,0.812610,0.385590,0.818180,0.992790,0.381820,0.981820,Alto,Medio,Medio,Medio,Alto,Alto,Medio,Medio,245,15,451,214,45,551,21,54,Alto
0.400000,0.563640,0.814410,0.421620,0.454550,0.381980,0.400000,0.436360,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio,222,31,452,234,25,212,22,24,Medio
0.980180,0.781820,0.744140,0.980180,0.745450,0.780180,0.963640,0.800000,Alto,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,544,43,413,544,41,433,53,44,Medio
0.781980,0.600000,0.581980,0.780180,0.581820,0.780180,0.781820,0.781820,Alto,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,434,33,323,433,32,433,43,43,Medio
0.812610,0.763640,0.632430,0.798200,1.000000,0.218020,0.745450,0.236360,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Alto,451,42,351,443,55,121,41,13,Medio
0.927930,1.000000,0.385590,0.994590,0.200000,0.998200,0.981820,0.945450,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,515,55,214,552,11,554,54,52,Medio
0.261260,0.963640,0.780180,0.277480,0.781820,0.960360,0.236360,0.981820,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,145,53,433,154,43,533,13,54,Medio
0.243240,0.418180,0.207210,0.218020,0.563640,0.963960,0.272730,0.927270,Medio,Alto,Medio,Medio,Medio,Medio,Bajo,Alto,135,23,115,121,31,535,15,51,Medio
0.219820,0.945450,0.418020,0.273870,0.418180,0.400000,0.218180,0.400000,Medio,Medio,Alto,Medio,Medio,Alto,Medio,Bajo,122,52,232,152,23,222,12,22,Medio
0.562160,0.600000,0.632430,0.600000,0.272730,0.416220,0.563640,0.418180,Alto,Medio,Medio,Alto,Medio,Alto,Alto,Medio,312,33,351,333,15,231,31,23,Alto
0.259460,0.800000,1.000000,0.261260,0.818180,0.801800,0.272730,0.818180,Medio,Alto,Bajo,Medio,Alto,Medio,Bajo,Medio,144,44,555,145,45,445,15,45,Medio
0.976580,0.636360,0.616220,0.960360,0.800000,0.454050,0.945450,0.418180,Alto,Bajo,Alto,Alto,Medio,Medio,Medio,Medio,542,35,342,533,44,252,52,23,Medio
0.616220,0.636360,0.565770,0.600000,0.745450,0.457660,0.618180,0.418180,Medio,Bajo,Bajo,Alto,Medio,Alto,Alto,Medio,342,35,314,333,41,254,34,23,Medio
0.423420,0.927270,0.434230,0.454050,0.618180,0.920720,0.381820,0.945450,Bajo,Medio,Medio,Bajo,Bajo,Medio,Medio,Medio,235,51,241,252,34,511,21,52,Bajo
0.636040,0.781820,0.560360,0.618020,0.927270,0.596400,0.563640,0.600000,Medio,Medio,Medio,Medio,Medio,Alto,Alto,Medio,353,43,311,343,51,331,31,33,Medio
0.203600,0.800000,0.277480,0.254050,0.272730,0.619820,0.254550,0.563640,Medio,Alto,Medio,Medio,Medio,Medio,Bajo,Medio,113,44,154,141,15,344,14,31,Medio
0.800000,0.800000,0.454050,0.796400,0.818180,0.796400,0.763640,0.763640,Alto,Alto,Alto,Alto,Alto,Bajo,Alto,Alto,444,44,252,442,45,442,42,42,Alto
0.272070,0.781820,0.938740,0.261260,0.945450,0.236040,0.200000,0.272730,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,151,43,521,145,52,131,11,15,Medio
0.261260,0.781820,0.277480,0.254050,0.818180,0.962160,0.254550,0.927270,Medio,Medio,Medio,Medio,Alto,Medio,Bajo,Alto,145,43,154,141,45,534,14,51,Medio
0.437840,0.563640,0.994590,0.423420,0.818180,0.562160,0.400000,0.636360,Alto,Medio,Medio,Medio,Alto,Medio,Medio,Medio,243,31,552,235,45,312,22,35,Medio
0.956760,0.927270,0.603600,0.996400,0.600000,0.207210,1.000000,0.236360,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,531,51,335,553,33,115,55,13,Medio
0.560360,0.581820,0.998200,0.603600,0.272730,0.223420,0.618180,0.272730,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,311,32,554,335,15,124,34,15,Medio
0.439640,0.454550,0.998200,0.405410,0.818180,0.818020,0.436360,0.818180,Medio,Medio,Medio,Alto,Alto,Medio,Medio,Medio,244,25,554,225,45,454,24,45,Medio
0.603600,0.218180,0.201800,0.560360,0.563640,0.940540,0.581820,0.927270,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Alto,335,12,112,311,31,522,32,51,Medio
0.563960,0.781820,0.740540,0.619820,0.200000,0.596400,0.563640,0.618180,Medio,Medio,Alto,Medio,Medio,Alto,Alto,Medio,313,43,411,344,11,331,31,34,Alto
0.560360,0.927270,0.992790,0.639640,0.272730,0.200000,0.563640,0.272730,Medio,Medio,Medio,Medio,Medio,Bajo,Alto,Medio,311,51,551,355,15,111,31,15,Medio
0.219820,0.454550,0.980180,0.225230,0.436360,0.457660,0.254550,0.454550,Medio,Medio,Alto,Medio,Alto,Alto,Bajo,Medio,122,25,544,125,24,254,14,25,Medio
0.637840,0.927270,0.639640,0.636040,1.000000,0.747750,0.636360,0.781820,Medio,Medio,Alto,Bajo,Medio,Medio,Bajo,Medio,354,51,355,353,55,415,35,43,Medio
0.457660,0.981820,0.580180,0.455860,0.945450,0.796400,0.400000,0.781820,Medio,Bajo,Medio,Medio,Medio,Bajo,Medio,Medio,254,54,322,253,52,442,22,43,Bajo
0.277480,0.636360,0.945950,0.243240,0.945450,0.819820,0.272730,0.818180,Medio,Bajo,Medio,Bajo,Medio,Medio,Bajo,Medio,154,35,525,135,52,455,15,45,Bajo
0.434230,0.781820,0.405410,0.436040,0.763640,0.243240,0.454550,0.218180,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Bajo,241,43,225,242,42,135,25,12,Medio
0.383780,0.636360,0.601800,0.419820,0.236360,0.637840,0.436360,0.600000,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,213,35,334,233,13,354,24,33,Medio
0.581980,0.945450,0.434230,0.634230,0.436360,0.578380,0.563640,0.581820,Medio,Medio,Medio,Medio,Alto,Medio,Alto,Alto,323,52,241,352,24,321,31,32,Alto
0.405410,0.800000,0.940540,0.441440,0.400000,0.976580,0.400000,1.000000,Medio,Alto,Medio,Medio,Alto,Alto,Medio,Medio,225,44,522,245,22,542,22,55,Alto
0.636040,0.454550,0.780180,0.583780,0.963640,0.636040,0.600000,0.618180,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,353,25,433,324,53,353,33,34,Medio
0.800000,0.400000,0.201800,0.758560,0.745450,0.760360,0.763640,0.745450,Alto,Medio,Medio,Medio,Medio,Alto,Alto,Medio,444,22,112,421,41,422,42,41,Alto
0.976580,0.236360,0.207210,0.920720,0.745450,0.423420,1.000000,0.381820,Alto,Alto,Medio,Medio,Medio,Medio,Medio,Medio,542,13,115,511,41,235,55,21,Medio
0.581980,0.781820,0.201800,0.614410,0.381820,0.598200,0.581820,0.563640,Medio,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,323,43,112,341,21,332,32,31,Bajo
0.225230,0.272730,0.618020,0.203600,0.436360,0.996400,0.236360,0.963640,Alto,Medio,Medio,Medio,Alto,Medio,Alto,Medio,125,15,343,113,24,553,13,53,Alto
0.421620,0.200000,0.776580,0.385590,0.600000,0.740540,0.381820,0.800000,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,234,11,431,214,33,411,21,44,Medio
0.563960,0.945450,0.436040,0.634230,0.254550,0.580180,0.581820,0.581820,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Alto,313,52,242,352,14,322,32,32,Medio
0.992790,0.781820,0.801800,0.980180,0.981820,0.243240,1.000000,0.254550,Alto,Medio,Medio,Bajo,Medio,Alto,Medio,Medio,551,43,445,544,54,135,55,14,Medio
0.794590,0.436360,0.273870,0.758560,0.818180,0.255860,0.763640,0.200000,Medio,Medio,Bajo,Medio,Alto,Bajo,Alto,Bajo,441,24,152,421,45,142,42,11,Medio
0.758560,0.200000,0.581980,0.744140,0.400000,0.203600,0.781820,0.236360,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Alto,421,11,323,413,22,113,43,13,Alto
0.747750,0.563640,0.600000,0.780180,0.236360,0.924320,0.781820,0.963640,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,415,31,333,433,13,513,43,53,Medio
0.944140,0.927270,0.578380,0.996400,0.400000,0.740540,0.927270,0.781820,Bajo,Medio,Alto,Bajo,Alto,Medio,Medio,Medio,524,51,321,553,22,411,51,43,Medio
0.760360,0.600000,0.945950,0.783780,0.400000,0.423420,0.818180,0.454550,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,422,33,525,435,22,235,45,25,Medio
0.794590,0.818180,0.981980,0.801800,0.800000,0.279280,0.818180,0.272730,Medio,Alto,Bajo,Alto,Medio,Medio,Medio,Medio,441,45,545,445,44,155,45,15,Medio
0.762160,0.454550,0.927930,0.765770,0.381820,0.639640,0.818180,0.636360,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,423,25,515,425,21,355,45,35,Medio
0.583780,0.254550,0.998200,0.567570,0.454550,0.800000,0.618180,0.818180,Alto,Medio,Medio,Alto,Medio,Medio,Alto,Medio,324,14,554,315,25,444,34,45,Alto
0.962160,0.272730,0.942340,0.927930,0.581820,0.816220,0.963640,0.818180,Medio,Medio,Alto,Medio,Bajo,Medio,Medio,Medio,534,15,523,515,32,453,53,45,Medio
0.945950,0.763640,0.781980,0.980180,0.418180,0.944140,0.981820,0.981820,Medio,Medio,Alto,Bajo,Medio,Medio,Medio,Medio,525,42,434,544,23,524,54,54,Medio
0.261260,0.563640,0.201800,0.236040,0.745450,0.922520,0.218180,0.927270,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Alto,145,31,112,131,41,512,12,51,Medio
0.437840,0.381820,0.201800,0.398200,0.745450,0.562160,0.400000,0.563640,Alto,Alto,Medio,Medio,Medio,Medio,Medio,Medio,243,21,112,221,41,312,22,31,Medio
0.272070,0.200000,0.819820,0.205410,1.000000,0.207210,0.272730,0.254550,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,151,11,455,114,55,115,15,14,Medio
0.565770,0.581820,0.601800,0.600000,0.236360,0.763960,0.618180,0.781820,Medio,Medio,Alto,Alto,Medio,Alto,Alto,Medio,314,32,334,333,13,424,34,43,Alto
0.380180,0.254550,0.259460,0.380180,0.254550,0.259460,0.436360,0.200000,Medio,Medio,Medio,Alto,Alto,Medio,Medio,Bajo,211,14,144,211,14,144,24,11,Medio
0.455860,0.745450,0.794590,0.439640,0.981820,0.560360,0.381820,0.618180,Medio,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,253,41,441,244,54,311,21,34,Medio
0.978380,0.963640,0.800000,0.998200,0.800000,0.601800,0.981820,0.618180,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,Medio,543,53,444,554,44,334,54,34,Medio
0.583780,0.818180,0.457660,0.616220,0.454550,0.818020,0.618180,0.763640,Alto,Alto,Medio,Medio,Medio,Medio,Alto,Alto,324,45,254,342,25,454,34,42,Alto
0.616220,0.618180,0.441440,0.598200,0.800000,0.441440,0.636360,0.400000,Medio,Medio,Bajo,Medio,Medio,Medio,Bajo,Bajo,342,34,245,332,44,245,35,22,Bajo
0.565770,0.454550,0.436040,0.580180,0.254550,0.814410,0.581820,0.763640,Medio,Medio,Medio,Medio,Alto,Alto,Medio,Alto,314,25,242,322,14,452,32,42,Alto
0.942340,0.818180,0.439640,0.976580,0.436360,0.637840,0.981820,0.581820,Alto,Alto,Medio,Medio,Alto,Medio,Medio,Alto,523,45,244,542,24,354,54,32,Alto
0.762160,0.236360,0.632430,0.744140,0.454550,0.596400,0.745450,0.600000,Medio,Alto,Medio,Medio,Medio,Alto,Medio,Medio,423,13,351,413,25,331,41,33,Medio
0.441440,0.563640,0.259460,0.416220,0.800000,0.926130,0.436360,0.927270,Alto,Medio,Medio,Bajo,Medio,Bajo,Medio,Alto,245,31,144,231,44,514,24,51,Medio
0.225230,1.000000,0.254050,0.272070,0.436360,0.992790,0.200000,0.927270,Alto,Medio,Medio,Medio,Alto,Alto,Bajo,Alto,125,55,141,151,24,551,11,51,Alto
0.980180,0.818180,0.992790,0.981980,0.818180,0.812610,0.927270,0.818180,Alto,Alto,Medio,Alto,Alto,Medio,Medio,Medio,544,45,551,545,45,451,51,45,Alto
0.403600,0.800000,0.241440,0.434230,0.418180,0.800000,0.436360,0.745450,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Medio,224,44,134,241,23,444,24,41,Medio
0.616220,0.963640,0.740540,0.637840,0.745450,0.416220,0.563640,0.436360,Medio,Medio,Alto,Medio,Medio,Alto,Alto,Medio,342,53,411,354,41,231,31,24,Alto
0.201800,0.745450,0.819820,0.259460,0.272730,0.387390,0.272730,0.436360,Medio,Bajo,Medio,Bajo,Medio,Medio,Bajo,Medio,112,41,455,144,15,215,15,24,Bajo
0.992790,0.200000,0.816220,0.926130,1.000000,0.203600,0.963640,0.254550,Alto,Medio,Medio,Alto,Medio,Alto,Medio,Medio,551,11,453,514,55,113,53,14,Alto
0.565770,0.745450,0.201800,0.614410,0.200000,0.742340,0.581820,0.745450,Medio,Bajo,Medio,Medio,Medio,Medio,Medio,Medio,314,41,112,341,11,412,32,41,Medio
0.200000,0.636360,0.742340,0.241440,0.200000,0.273870,0.218180,0.254550,Medio,Bajo,Medio,Bajo,Medio,Alto,Medio,Medio,111,35,412,134,11,152,12,14,Medio
0.974770,0.236360,0.962160,0.927930,0.781820,0.241440,0.981820,0.272730,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,541,13,534,515,43,134,54,15,Alto
0.562160,0.418180,0.401800,0.580180,0.218180,0.419820,0.600000,0.400000,Alto,Alto,Alto,Medio,Medio,Alto,Medio,Bajo,312,23,223,322,12,233,33,22,Alto
0.257660,0.581820,0.927930,0.243240,0.745450,0.585590,0.272730,0.636360,Alto,Medio,Medio,Bajo,Medio,Bajo,Bajo,Medio,143,32,515,135,41,325,15,35,Bajo
0.255860,0.418180,0.798200,0.223420,0.800000,0.419820,0.236360,0.436360,Bajo,Alto,Medio,Medio,Medio,Alto,Alto,Medio,142,23,443,124,44,233,13,24,Medio
0.401800,0.927270,0.978380,0.459460,0.436360,0.563960,0.418180,0.636360,Medio,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,223,51,543,255,24,313,23,35,Medio
0.603600,0.236360,0.272070,0.560360,0.636360,0.956760,0.563640,0.927270,Medio,Alto,Bajo,Medio,Bajo,Alto,Alto,Alto,335,13,151,311,35,531,31,51,Medio
0.818020,0.581820,0.922520,0.783780,0.927270,0.760360,0.763640,0.818180,Medio,Medio,Medio,Medio,Medio,Alto,Alto,Medio,454,32,512,435,51,422,42,45,Medio
0.974770,0.436360,0.581980,0.942340,0.763640,0.257660,0.963640,0.236360,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Alto,541,24,323,523,42,143,53,13,Medio
0.783780,0.400000,0.596400,0.762160,0.600000,0.938740,0.745450,0.963640,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,435,22,331,423,33,521,41,53,Medio
0.945950,0.618180,0.205410,0.956760,0.381820,0.980180,0.981820,0.927270,Medio,Medio,Bajo,Bajo,Bajo,Medio,Medio,Alto,525,34,114,531,21,544,54,51,Bajo
0.254050,0.945450,0.636040,0.275680,0.818180,0.221620,0.236360,0.236360,Medio,Medio,Medio,Medio,Alto,Medio,Alto,Alto,141,52,353,153,45,123,13,13,Alto
0.279280,0.945450,0.437840,0.273870,0.981820,0.942340,0.236360,0.945450,Medio,Medio,Medio,Medio,Medio,Medio,Alto,Medio,155,52,243,152,54,523,13,52,Medio
0.418020,1.000000,0.980180,0.459460,0.618180,0.457660,0.436360,0.454550,Medio,Medio,Alto,Bajo,Bajo,Alto,Medio,Medio,232,55,544,255,34,254,24,25,Medio
0.562160,0.600000,0.279280,0.596400,0.272730,0.423420,0.636360,0.381820,Alto,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,312,33,155,331,15,235,35,21,Medio
0.980180,0.254550,0.459460,0.922520,0.818180,0.801800,1.000000,0.763640,Alto,Medio,Alto,Medio,Alto,Medio,Medio,Alto,544,14,255,512,45,445,55,42,Alto
0.221620,0.200000,0.944140,0.207210,0.400000,0.565770,0.254550,0.636360,Medio,Medio,Medio,Medio,Alto,Medio,Bajo,Medio,123,11,524,115,22,314,14,35,Medio
0.794590,0.818180,0.578380,0.798200,0.763640,0.272070,0.745450,0.236360,Medio,Alto,Alto,Medio,Medio,Bajo,Medio,Alto,441,45,321,443,42,151,41,13,Medio
0.257660,0.236360,0.259460,0.200000,0.800000,0.601800,0.254550,0.563640,Alto,Alto,Medio,Bajo,Medio,Medio,Bajo,Medio,143,13,144,111,44,334,14,31,Medio
0.619820,0.945450,0.619820,0.636040,0.800000,0.763960,0.618180,0.781820,Medio,Medio,Alto,Bajo,Medio,Alto,Alto,Medio,344,52,344,353,44,424,34,43,Medio
0.978380,0.236360,0.762160,0.926130,0.763640,0.600000,0.963640,0.618180,Bajo,Alto,Medio,Alto,Medio,Bajo,Medio,Medio,543,13,423,514,42,333,53,34,Medio
0.601800,0.400000,0.387390,0.580180,0.563640,0.765770,0.636360,0.763640,Bajo,Medio,Medio,Medio,Medio,Medio,Bajo,Alto,334,22,215,322,31,425,35,42,Medio
0.562160,0.945450,0.924320,0.639640,0.200000,0.401800,0.600000,0.454550,Alto,Medio,Medio,Medio,Medio,Medio,Medio,Medio,312,52,513,355,11,223,33,25,Medio
0.812610,0.618180,0.257660,0.776580,0.981820,0.257660,0.781820,0.200000,Medio,Medio,Alto,Medio,Medio,Medio,Medio,Bajo,451,34,143,431,54,143,43,11,Medio
0.457660,0.236360,0.203600,0.380180,0.927270,0.780180,0.418180,0.745450,Medio,Alto,Medio,Alto,Medio,Medio,Medio,Medio,254,13,113,211,51,433,23,41,Medio
0.401800,0.981820,0.944140,0.459460,0.400000,0.619820,0.436360,0.636360,Medio,Bajo,Medio,Bajo,Alto,Medio,Medio,Medio,223,54,524,255,22,344,24,35,Medio
0.819820,0.200000,0.618020,0.744140,0.981820,0.924320,0.781820,0.963640,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Medio,455,11,343,413,54,513,43,53,Medio
0.798200,0.745450,0.257660,0.794590,0.800000,0.563960,0.781820,0.563640,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,443,41,143,441,44,313,43,31,Medio
0.241440,0.600000,0.218020,0.236040,0.581820,0.776580,0.200000,0.745450,Medio,Medio,Medio,Bajo,Bajo,Alto,Bajo,Medio,134,33,121,131,32,431,11,41,Bajo
0.924320,0.600000,0.583780,0.960360,0.218180,0.601800,0.981820,0.600000,Medio,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,513,33,324,533,12,334,54,33,Medio
0.581980,0.200000,0.780180,0.565770,0.418180,0.563960,0.600000,0.618180,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,323,11,433,314,23,313,33,34,Medio
0.616220,0.418180,0.942340,0.585590,0.763640,0.419820,0.600000,0.454550,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,342,23,523,325,42,233,33,25,Alto
0.603600,0.618180,0.924320,0.603600,0.563640,0.978380,0.600000,1.000000,Medio,Medio,Medio,Medio,Medio,Alto,Medio,Medio,335,34,513,335,31,543,33,55,Medio
0.405410,1.000000,0.380180,0.454050,0.381820,0.992790,0.381820,0.945450,Medio,Medio,Medio,Bajo,Bajo,Alto,Medio,Medio,225,55,211,252,21,551,21,52,Medio
0.745950,0.745450,0.639640,0.798200,0.272730,0.747750,0.818180,0.781820,Medio,Bajo,Alto,Medio,Medio,Medio,Medio,Medio,414,41,355,443,15,415,45,43,Medio
0.778380,0.600000,0.279280,0.776580,0.636360,0.423420,0.818180,0.381820,Alto,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,432,33,155,431,35,235,45,21,Medio
0.580180,0.200000,0.765770,0.565770,0.400000,0.387390,0.636360,0.436360,Medio,Medio,Bajo,Alto,Alto,Medio,Bajo,Medio,322,11,425,314,22,215,35,24,Medio
0.956760,0.400000,0.956760,0.945950,0.600000,0.218020,0.927270,0.272730,Medio,Medio,Medio,Alto,Medio,Medio,Medio,Medio,531,22,531,525,33,121,51,15,Medio
0.636040,0.781820,0.996400,0.621620,1.000000,0.600000,0.600000,0.636360,Medio,Medio,Medio,Medio,Medio,Bajo,Medio,Medio,353,43,553,345,55,333,33,35,Medio
0.259460,0.200000,0.201800,0.200000,0.745450,0.742340,0.218180,0.745450,Medio,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,144,11,112,111,41,412,12,41,Medio
0.618020,0.272730,0.583780,0.563960,0.763640,0.637840,0.618180,0.600000,Medio,Medio,Bajo,Alto,Medio,Medio,Alto,Medio,343,15,324,313,42,354,34,33,Medio
0.740540,1.000000,0.583780,0.816220,0.218180,0.277480,0.800000,0.236360,Medio,Medio,Bajo,Medio,Medio,Medio,Medio,Alto,411,55,324,453,12,154,44,13,Medio
0.398200,0.818180,0.616220,0.437840,0.436360,0.273870,0.400000,0.236360,Medio,Alto,Alto,Medio,Alto,Alto,Medio,Alto,221,45,342,243,24,152,22,13,Alto
0.634230,0.436360,0.259460,0.578380,0.981820,0.439640,0.618180,0.381820,Medio,Medio,Medio,Bajo,Medio,Medio,Alto,Medio,352,24,144,321,54,244,34,21,Medio
0.945950,0.800000,0.223420,0.974770,0.400000,0.980180,0.981820,0.927270,Medio,Alto,Alto,Medio,Alto,Medio,Medio,Alto,525,44,124,541,22,544,54,51,Alto
0.200000,0.436360,0.637840,0.221620,0.272730,0.259460,0.254550,0.236360,Medio,Medio,Bajo,Medio,Medio,Medio,Bajo,Alto,111,24,354,123,15,144,14,13,Medio
0.567570,0.581820,0.272070,0.596400,0.272730,0.938740,0.563640,0.927270,Alto,Medio,Bajo,Medio,Medio,Medio,Alto,Alto,315,32,151,331,15,521,31,51,Medio
0.994590,0.418180,0.279280,0.938740,1.000000,0.423420,1.000000,0.381820,Medio,Alto,Medio,Medio,Medio,Medio,Medio,Medio,552,23,155,521,55,235,55,21,Medio
0.956760,0.272730,0.207210,0.920720,0.563640,0.279280,1.000000,0.200000,Medio,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,531,15,115,511,31,155,55,11,Medio
0.926130,0.581820,0.585590,0.960360,0.218180,0.765770,1.000000,0.781820,Bajo,Medio,Medio,Alto,Medio,Medio,Medio,Medio,514,32,325,533,12,425,55,43,Medio
0.598200,0.254550,0.619820,0.563960,0.618180,0.439640,0.618180,0.418180,Bajo,Medio,Alto,Alto,Bajo,Medio,Alto,Medio,332,14,344,313,34,244,34,23,Medio
0.239640,0.454550,0.387390,0.219820,0.563640,0.639640,0.272730,0.581820,Medio,Medio,Medio,Medio,Medio,Medio,Bajo,Alto,133,25,215,122,31,355,15,32,Medio
0.812610,0.454550,0.580180,0.762160,0.945450,0.273870,0.763640,0.236360,Medio,Medio,Medio,Medio,Medio,Alto,Alto,Alto,451,25,322,423,52,152,42,13,Alto
0.632430,0.454550,0.237840,0.578380,0.963640,0.273870,0.581820,0.200000,Alto,Medio,Medio,Bajo,Medio,Alto,Medio,Bajo,351,25,132,321,53,152,32,11,Medio
0.419820,0.218180,0.439640,0.381980,0.618180,0.583780,0.436360,0.581820,Medio,Medio,Medio,Bajo,Bajo,Medio,Medio,Alto,233,12,244,212,34,324,24,32,Medio
0.619820,0.600000,0.994590,0.603600,0.818180,0.778380,0.581820,0.818180,Medio,Medio,Medio,Medio,Alto,Medio,Medio,Medio,344,33,552,335,45,432,32,45,Medio
0.998200,0.418180,0.994590,0.945950,1.000000,0.778380,0.945450,0.818180,Medio,Alto,Medio,Alto,Medio,Medio,Medio,Medio,554,23,552,525,55,432,52,45,Medio
0.758560,1.000000,0.778380,0.818020,0.418180,0.273870,0.763640,0.254550,Medio,Medio,Alto,Medio,Medio,Alto,Alto,Medio,421,55,432,454,23,152,42,14,Alto
0.812610,0.418180,0.980180,0.765770,0.981820,0.241440,0.800000,0.272730,Medio,Alto,Alto,Medio,Medio,Alto,Medio,Medio,451,23,544,425,54,134,44,15,Alto
0.780180,0.745450,0.596400,0.798200,0.600000,0.560360,0.745450,0.600000,Medio,Bajo,Medio,Medio,Medio,Alto,Medio,Medio,433,41,331,443,33,311,41,33,Medio
0.243240,1.000000,0.942340,0.279280,0.581820,0.996400,0.236360,1.000000,Medio,Medio,Alto,Medio,Bajo,Medio,Alto,Medio,135,55,523,155,32,553,13,55,Medio
